Identifier	Character	Dialogue	Filename	Line Number
mContinue3_4fba0433		And the rope tied around my waist with a bunch of firewood on my back is weighing me down too!	game/Chapter4.rpy	419
mContinue3_3fe8682d		Why are we even climbing this in the first place!?	game/Chapter4.rpy	420
mContinue3_08f9f9f0	mc	Unff...	game/Chapter4.rpy	421
mContinue3_6a1f7084	mc	Almost there...	game/Chapter4.rpy	422
mContinue3_3d53d75d		I pushed myself hard climbing on the unstable vines.	game/Chapter4.rpy	424
mContinue3_ad3eace9		My legs were about to break and I feel like my knees were about to give up on me.	game/Chapter4.rpy	425
mContinue3_5eddbb92		Just as we were approaching towards the edge of the cliff. I felt I was gradually losing my balance.	game/Chapter4.rpy	426
mContinue3_519ca7fc	mc	Ah!!!	game/Chapter4.rpy	428
mContinue3_042c0d75		Not good! I'm going to fall!	game/Chapter4.rpy	433
mContinue3_23037681		Just as I was about to slip off and fall to my death. Goro thrusts out his hand and grabs onto mine.	game/Chapter4.rpy	434
mContinue3_28df918e	mc	!	game/Chapter4.rpy	439
mContinue3_4c528c2f	g	Pull yourself up human!	game/Chapter4.rpy	440
mContinue3_50982d22	mc	Huff...\n	game/Chapter4.rpy	441
mContinue3_9a87e082	extend	Pant...	game/Chapter4.rpy	442
mContinue3_066e50c3		As I tried to regain my footing I felt a slight movement shifting behing my back.	game/Chapter4.rpy	443
mContinue3_3c8dd82a		Some of the firewood came loose. I watched in dissapointment as they began to fall further away from me.	game/Chapter4.rpy	444
mContinue3_70c8ca7b	mc	On no!	game/Chapter4.rpy	445
mContinue3_088e53a8	extend	The firewood!	game/Chapter4.rpy	446
mContinue3_f2a036be	mc	They came loose!	game/Chapter4.rpy	447
mContinue3_46e5d401	g	Leave them!	game/Chapter4.rpy	448
mContinue3_c182df13	mc	But!	game/Chapter4.rpy	449
mContinue3_62549845	g	I said leave them!\n	game/Chapter4.rpy	450
mContinue3_9b99a19b	extend	Do you want to die that badly!?	game/Chapter4.rpy	451
mContinue3_94e36f2d		A bolt of lighting struck from afar and soon rain began to pour from the sky.	game/Chapter4.rpy	453
mContinue3_64b39e84	g	What are you doing!?	game/Chapter4.rpy	462
mContinue3_d48bb267	g	Keep moving!	game/Chapter4.rpy	463
mContinue3_549b3236	mc	I tried to pull myself up by grabbing onto the nearest vine.	game/Chapter4.rpy	465
mContinue3_b0bf93e7	g	Hurry up!	game/Chapter4.rpy	466
mContinue3_aa13dbbb	mc	Look, I'm trying my best!	game/Chapter4.rpy	467
mContinue3_e0db77e5	g	... ... ...	game/Chapter4.rpy	468
mContinue3_1f6dcc95		With all the struggle I had to go through to scale the the wall.	game/Chapter4.rpy	469
mContinue3_44a25b01		We'd managed to reach the top.	game/Chapter4.rpy	470
mContinue3_3b5a82a3		Large droplets of rain fell from the sky.\n	game/Chapter4.rpy	478
mContinue3_77b4cccc	extend	And each droplet that collided with the surface was enough to make a dent.	game/Chapter4.rpy	479
mContinue3_95a5b395		I crawled onto the landing and layed flat on my back.\n	game/Chapter4.rpy	480
mContinue3_ae4f06d8	extend	Trying to catch my breath.	game/Chapter4.rpy	481
mContinue3_630a87fa	g	No time to rest!	game/Chapter4.rpy	488
mContinue3_5dd74f95	g	We're not far now!	game/Chapter4.rpy	489
mContinue3_5086c8a4		No time to rest!?	game/Chapter4.rpy	491
mContinue3_5d0fc944		I nearly died back there climbing up here!	game/Chapter4.rpy	492
mContinue3_cfc8bf53	mc	... ... ...	game/Chapter4.rpy	493
mContinue3_3c6765f3		At this point I couldn't even muster the energy to say anything.	game/Chapter4.rpy	494
mContinue3_971650e6		I got up ever so slowly and painfully before following him.	game/Chapter4.rpy	495
mContinue3_2307c5fe		We came to a stop outside a cave.	game/Chapter4.rpy	496
mContinue3_b0f00085		What's with this crazy weather... it just started to rain heavily.	game/Chapter4.rpy	497
mContinue3_4b3ad090		Not only that... I feel the wind getting stronger...	game/Chapter4.rpy	498
mContinue3_ff0efd8f	g	We'll be camping in there.	game/Chapter4.rpy	504
mContinue3_cfc8bf53_1	mc	... ... ...	game/Chapter4.rpy	505
mContinue3_97d61d75		A cave...?	game/Chapter4.rpy	506
mContinue3_0f58061a		...It's so dark in here and...\n	game/Chapter4.rpy	514
mContinue3_573428a9	extend	feels kind of damp...	game/Chapter4.rpy	515
mContinue3_a5961147	g	Wait here.	game/Chapter4.rpy	520
mContinue3_53abb7df		This place doesn't look very comfortable and it's also really cold in here...	game/Chapter4.rpy	525
mContinue3_699ae511		There's a bunch of gigantic leaves left on the stone floor over there.	game/Chapter4.rpy	526
mContinue3_9b3f2156		And some ashes over there...	game/Chapter4.rpy	527
mContinue3_58bb60d0		Looks like he's been here before...	game/Chapter4.rpy	528
mContinue3_60dfa3c4	g	Hey!	game/Chapter4.rpy	533
mContinue3_b27dd5e7	g	Take these and put those over there human.	game/Chapter4.rpy	534
mContinue3_19cc254b		I'm getting really annoyed having him ordering me around with that attitude.	game/Chapter4.rpy	539
mContinue3_57bf14d9		I walked over to the place he'd pointed and dropped the firewood onto the floor.	game/Chapter4.rpy	540
mContinue3_cfc8bf53_2	mc	... ... ...	game/Chapter4.rpy	541
mContinue3_e727942b		I can hear the echoes of the rainfall from outside...	game/Chapter4.rpy	542
mContinue3_17bcdffb		Sounds like it's raining even harder than before...	game/Chapter4.rpy	543
mContinue3_ed771c65	g	You...	game/Chapter4.rpy	550
mContinue3_d63cbf93	extend	 afraid?	game/Chapter4.rpy	551
mContinue3_11455b53	mc	What?	game/Chapter4.rpy	558
mContinue3_7ae006db	g	Are you afraid human?	game/Chapter4.rpy	559
mContinue3_cfc8bf53_3	mc	... ... ...	game/Chapter4.rpy	560
mContinue3_39868bbb		Afraid?\n	game/Chapter4.rpy	561
mContinue3_28e9e52d	extend	Afraid of what?	game/Chapter4.rpy	562
mContinue3_7a0147ee	g	Hmph...\n	game/Chapter4.rpy	563
mContinue3_edd66d4b	extend	No matter...	game/Chapter4.rpy	564
mContinue3_ec0b0134		What kind of question is that? 	game/Chapter4.rpy	565
mContinue3_6707ec99		Maybe it's because of what I went through today but I'm getting more and more agitated by the second.	game/Chapter4.rpy	572
mContinue3_12b54a26		Not that I could help it. Especially with the way he's been acting and talking to me.	game/Chapter4.rpy	573
mContinue3_fa4d92b0		More importantly, hurry up and set up camp fire. I'm all drenched from the rain and it's cold in here.	game/Chapter4.rpy	574
mContinue3_6b897620		Not a single word...	game/Chapter4.rpy	585
mContinue3_45ab5d9a		He's obviously very upset with something...	game/Chapter4.rpy	586
mContinue3_021a775f		Was it because of the firewood that I dropped earlier?	game/Chapter4.rpy	587
mContinue3_b9337b93	mc	.. ... ..	game/Chapter4.rpy	588
mContinue3_9cb45b1f		It's not like I could help it. They just fell out...	game/Chapter4.rpy	589
mContinue3_6b0ed824	mc	Um...	game/Chapter4.rpy	594
mContinue3_2de99971	mc	You...\n	game/Chapter4.rpy	595
mContinue3_372f1063	extend	You don't have to be...\n	game/Chapter4.rpy	596
mContinue3_58929e23	extend	That angry with me...	game/Chapter4.rpy	597
mContinue3_cfc8bf53_4	mc	... ... ...	game/Chapter4.rpy	598
mContinue3_2cab7417	g	I'm not. 	game/Chapter4.rpy	603
mContinue3_7d1a1c68	mc	Yes, you are...	game/Chapter4.rpy	610
mContinue3_f2fc0980	g	I said I'm not!	game/Chapter4.rpy	617
mContinue3_697a33ea		I could be no further from the truth...	game/Chapter4.rpy	619
mContinue3_59d0d2df	mc	You've been really angry with me since this morning...	game/Chapter4.rpy	626
mContinue3_5c0acdd0	mc	Was it something I did?	game/Chapter4.rpy	627
mContinue3_e5dc44b6	mc	Was it the firewood I dropped?	game/Chapter4.rpy	628
mContinue3_e0db77e5_1	g	... ... ...	game/Chapter4.rpy	635
mContinue3_11a87888	mc	It was, wasn't it?	game/Chapter4.rpy	642
mContinue3_e0db77e5_2	g	... ... ...	game/Chapter4.rpy	649
mContinue3_217025b4		Why aren't you saying anything...	game/Chapter4.rpy	656
mContinue3_09d07f1f	mc	Are you that angry that you can't tell me?	game/Chapter4.rpy	657
mContinue3_61586560	g	I told you it's nothing!	game/Chapter4.rpy	664
mContinue3_42156bde	g	Just shut up and stop talking human!	game/Chapter4.rpy	665
mContinue3_00e795d6	mc	That's it!	game/Chapter4.rpy	672
mContinue3_07e837cb	mc	I've had just about enough!	game/Chapter4.rpy	681
mContinue3_20277cd5	mc	Stop calling me human!	game/Chapter4.rpy	682
mContinue3_8feb46dd	mc	I have a name you know!	game/Chapter4.rpy	683
mContinue3_44597297	mc	If you're really angry with something I've done. Just spit it out!	game/Chapter4.rpy	684
mContinue3_74962fb2		I can't take this anymore... I want to go home...	game/Chapter4.rpy	685
mContinue3_7712bd4e	mc	Just what am I suppose to do!?	game/Chapter4.rpy	686
mContinue3_664342fc	mc	I've tried to be nice and do everything I can to be helpful!	game/Chapter4.rpy	687
mContinue3_ad8847b4	mc	I know I'm causing you trouble for being here but that doesn't mean you should talk to me like I'm dirt!	game/Chapter4.rpy	688
mContinue3_9dff3d7a	mc	From the beginning!	game/Chapter4.rpy	689
mContinue3_f8c84d86	mc	All the way up until now...	game/Chapter4.rpy	690
mContinue3_8d54f3c6	mc	I..	game/Chapter4.rpy	697
mContinue3_9938916a	mc	I just...	game/Chapter4.rpy	698
mContinue3_cfc8bf53_5	mc	... ... ...	game/Chapter4.rpy	699
mContinue3_e4f019e7		Huh?\n	game/Chapter4.rpy	700
mContinue3_db77853a	extend	What's...	game/Chapter4.rpy	701
mContinue3_1fb209b0	extend	 this...?	game/Chapter4.rpy	702
mContinue3_246c7d2f		Somehow I feel ...	game/Chapter4.rpy	703
mContinue3_3c4f192d	extend	 very...	game/Chapter4.rpy	704
mContinue3_928abadc	extend	 dizzy...	game/Chapter4.rpy	705
mContinue3_e9f40593	g	H-HEY!	game/Chapter4.rpy	716
mContinue3_60dfa3c4_1	g	Hey!	game/Chapter4.rpy	717
mContinue3_cfc8bf53_6	mc	... ... ...	game/Chapter4.rpy	718
mContinue3_1a733074	g	Tsk...	game/Chapter4.rpy	719
mContinue3_cfc8bf53_7	mc	... ... ...	game/Chapter4.rpy	723
mContinue3_a510b9aa	mc	...Ngh...	game/Chapter4.rpy	728
mContinue3_a77fd09e	mc	Cough... Cough...	game/Chapter4.rpy	733
mContinue3_f9a65578		What...	game/Chapter4.rpy	734
mContinue3_b0495336	extend	 happened...?	game/Chapter4.rpy	735
mContinue3_ef635018		... ... ...	game/Chapter4.rpy	736
mContinue3_84a584c0		?	game/Chapter4.rpy	737
mContinue3_3ba79410		What's this?\n	game/Chapter4.rpy	738
mContinue3_0a386b72		These big leaves...	game/Chapter4.rpy	739
mContinue3_6bae776a	extend	 when did I fall asleep here?	game/Chapter4.rpy	740
mContinue3_3f4ca88a	mc	Cough... cough...	game/Chapter4.rpy	741
mContinue3_f5094045		I tried to regain my focus by looking around.	game/Chapter4.rpy	742
mContinue3_975b80dc		Something feels heavy on my body...\n	game/Chapter4.rpy	743
mContinue3_07fb92d9		Hmm?\n	game/Chapter4.rpy	744
mContinue3_2818af94		These arn't my clothes...	game/Chapter4.rpy	745
mContinue3_e995395c		Could this be... his?	game/Chapter4.rpy	746
mContinue3_054c6738		I pushed myself off from where I was lying and sat upright.	game/Chapter4.rpy	751
mContinue3_46af0279		I must of been completely out cold for him to change my clothes without noticing.	game/Chapter4.rpy	756
mContinue3_ddff51ee		Saying that, where's my clothes?	game/Chapter4.rpy	757
mContinue3_3e6ac800	mc	Cough, Cough... 	game/Chapter4.rpy	764
mContinue3_39860232		My head throbbed with pain with each cough.	game/Chapter4.rpy	765
mContinue3_35cabd39	mc	Ugnhh...	game/Chapter4.rpy	766
mContinue3_df78463b	extend	 I feel horrible...	game/Chapter4.rpy	767
mContinue3_89be2c47		So he was right after all...	game/Chapter4.rpy	776
mContinue3_c97fef5d		A storm appear...	game/Chapter4.rpy	777
mContinue3_5fb8c4e8	extend	 still that doesn't explain why he was in a bad mood.	game/Chapter4.rpy	778
mContinue3_d7e53172		I noticed Goro was nowhere to be seen.	game/Chapter4.rpy	779
mContinue3_79f92c29		Where did he go?	game/Chapter4.rpy	780
mContinue3_5d4b2044		I looked towards the entrance of the cave as something was approacing.	game/Chapter4.rpy	781
mContinue3_7ccc4802	mc	What's that sound...	game/Chapter4.rpy	782
mContinue3_1170b4b0		Footsteps soon echoed within the cave.	game/Chapter4.rpy	783
mContinue3_7e97183c	g	Finally awake?	game/Chapter4.rpy	792
mContinue3_13e25504		He's completely drenched from the rain!	game/Chapter4.rpy	793
mContinue3_da89bba8		What was he thinking going out like that?	game/Chapter4.rpy	794
mContinue3_fe68f43e	mc	Cough, Cough...	game/Chapter4.rpy	801
mContinue3_19f9d8c3	g	Here...	game/Chapter4.rpy	808
mContinue3_07c1671f		He held out a bunch of purple leaves.\n	game/Chapter4.rpy	809
mContinue3_5ab77f63	extend	It looks ominous...	game/Chapter4.rpy	810
mContinue3_cfc8bf53_8	mc	... ... ...	game/Chapter4.rpy	817
mContinue3_f764691b	mc	What's...	game/Chapter4.rpy	818
mContinue3_1f4b61f3	extend	 that?	game/Chapter4.rpy	819
mContinue3_fe098467	g	This should...	game/Chapter4.rpy	826
mContinue3_ce2e4ce2	extend	 help lower your fever.	game/Chapter4.rpy	827
mContinue3_cfc8bf53_9	mc	... ... ...	game/Chapter4.rpy	828
mContinue3_58e26103		I took the leaves out of his hand and examined it for a while.\n	game/Chapter4.rpy	829
mContinue3_21d0085a	extend	I brought the strange looking leaf to my mouth and hesitated before taking a bite.	game/Chapter4.rpy	830
mContinue3_6434dfd2	mc	Ugh...	game/Chapter4.rpy	837
mContinue3_d6fc431d	mc	This tastes really bad...	game/Chapter4.rpy	838
mContinue3_e556aa94	g	Make sure you chew and swallow all of it.	game/Chapter4.rpy	845
mContinue3_cf0855fd		I'm trying to...\n	game/Chapter4.rpy	846
mContinue3_3c305db4	extend	Would be a lot easier if I could get some water or something...	game/Chapter4.rpy	847
mContinue3_cfc8bf53_10	mc	... ... ...	game/Chapter4.rpy	848
mContinue3_6bafa207		I watched as he walked over to the corner of the cave and picked up something else.	game/Chapter4.rpy	855
mContinue3_19f9d8c3_1	g	Here...	game/Chapter4.rpy	856
mContinue3_f45736f2	extend	 drink this.	game/Chapter4.rpy	857
mContinue3_2366bd14		He presented me a wooden bowl filled with brightly coloured yellow liquid.	game/Chapter4.rpy	858
mContinue3_4f3366d6	mc	O-Oh...	game/Chapter4.rpy	865
mContinue3_48cc1db5	extend	 thank you...	game/Chapter4.rpy	866
mContinue3_30aff13a	g	I...	game/Chapter4.rpy	873
mContinue3_6ce989c9	extend	 made that with some fruits...	game/Chapter4.rpy	874
mContinue3_8489290a		I gave no hesitation to drink the juice he made for me.	game/Chapter4.rpy	876
mContinue3_80443244		I gulped it down slowly.	game/Chapter4.rpy	877
mContinue3_8ccf2b37		A sweet mixture of fruits swirled around my mouth and tongue.	game/Chapter4.rpy	878
mContinue3_3449f278	mc	That was...	game/Chapter4.rpy	885
mContinue3_3101aabc	extend	 really good.	game/Chapter4.rpy	886
mContinue3_c3111441		Except for the leaves...	game/Chapter4.rpy	887
mContinue3_6a0828e0		So he's been out in the rain getting those herbs for me...	game/Chapter4.rpy	894
mContinue3_54aab001	mc	Aren't you cold?	game/Chapter4.rpy	895
mContinue3_19d6912a	g	No... not really.	game/Chapter4.rpy	902
mContinue3_4ac773bd		I placed my hand on his arm.	game/Chapter4.rpy	903
mContinue3_96a8d2ab	g	!	game/Chapter4.rpy	910
mContinue3_19403520	mc	You're...	game/Chapter4.rpy	912
mContinue3_f693a6fa	extend	 freezing...	game/Chapter4.rpy	913
mContinue3_0752d01e	mc	If you don't dry yourself. You'll get sick.	game/Chapter4.rpy	914
mContinue3_77b73f32	g	I won't die from a little rain.	game/Chapter4.rpy	921
mContinue3_cfc8bf53_11	mc	... ... ...	game/Chapter4.rpy	922
mContinue3_2394711a	mc	Umm... where are my clothes...	game/Chapter4.rpy	929
mContinue3_5cd2d526	g	Over there...	game/Chapter4.rpy	930
mContinue3_42f13bbe		I looked towards to where he was pointing.\n	game/Chapter4.rpy	937
mContinue3_8a047edb		Why didn't I notice it earlier...	game/Chapter4.rpy	938
mContinue3_9ea06349	mc	Cough, cough...	game/Chapter4.rpy	945
mContinue3_50552bb8	mc	... Could I please have them?	game/Chapter4.rpy	946
mContinue3_8a227ff1		I watched him walk towards the wooden rack with my clothes hung up to dry.	game/Chapter4.rpy	956
mContinue3_19f9d8c3_2	g	Here...	game/Chapter4.rpy	961
mContinue3_07615d9d		They look dry enough...	game/Chapter4.rpy	965
mContinue3_4a1cc002		I took my clothes from his hand and stood up.	game/Chapter4.rpy	966
mContinue3_4bae6862		I'll just use this to dry him off as much as I can.	game/Chapter4.rpy	967
mContinue3_a08e162a		With that I began dabbing his wet body with my clothes.	game/Chapter4.rpy	968
mContinue3_e5a2cd49	g	W-What are you doing!?	game/Chapter4.rpy	975
mContinue3_e7e2b458	mc	Please... stay still...	game/Chapter4.rpy	982
mContinue3_5226a89c	mc	It's the least I can do to repay you.	game/Chapter4.rpy	983
mContinue3_9ea06349_1	mc	Cough, cough...	game/Chapter4.rpy	984
mContinue3_b5def9f3		I tried my best to wipe off the water from his body, starting from his back.	game/Chapter4.rpy	993
mContinue3_bd12615b		I've never really paid much attention but he's got some really broad shoulders...	game/Chapter4.rpy	994
mContinue3_f3cc0874		Big enough to carry a ship on them...	game/Chapter4.rpy	995
mContinue3_d3282dc3		I shook my head trying to remove the unnecessary thoughts.	game/Chapter4.rpy	996
mContinue3_21b176a6		... What am I thinking...	game/Chapter4.rpy	997
mContinue3_08be3cb0	mc	There...	game/Chapter4.rpy	1004
mContinue3_c974540b	extend	 cough...	game/Chapter4.rpy	1005
mContinue3_43517e8d	mc	It's better than being cold and wet at the same time.	game/Chapter4.rpy	1013
mContinue3_720ec5d9	g	You really are... 	game/Chapter4.rpy	1020
mContinue3_dac38537	extend	strange for a human...	game/Chapter4.rpy	1021
mContinue3_c14c584c	mc	Well...	game/Chapter4.rpy	1023
mContinue3_85760586	extend	 thanks...	game/Chapter4.rpy	1024
mContinue3_8e01c19c	extend	 you're pretty strange yourself...	game/Chapter4.rpy	1031
mContinue3_e0db77e5_3	g	... ... ...	game/Chapter4.rpy	1040
mContinue3_8d586f69	g	After all the things I've said...	game/Chapter4.rpy	1041
mContinue3_07cefd3e	g	How can you...	game/Chapter4.rpy	1048
mContinue3_62c42d85	extend	 still worry about something that's not of your own kind?	game/Chapter4.rpy	1049
mContinue3_07237972	g	Don't you detest me?	game/Chapter4.rpy	1050
mContinue3_cfc8bf53_12	mc	... ... ...	game/Chapter4.rpy	1057
mContinue3_9115486f	mc	I admit...\n	game/Chapter4.rpy	1058
mContinue3_7ba8499a	extend	I was upset, frustrated and angry...	game/Chapter4.rpy	1059
mContinue3_9751b573	extend	 but...\n	game/Chapter4.rpy	1060
mContinue3_f0081b83	extend	I don't hate you...	game/Chapter4.rpy	1061
mContinue3_cdd763bf	g	Why?	game/Chapter4.rpy	1068
mContinue3_11b3b263	g	How can you not after all you've been through?\n	game/Chapter4.rpy	1069
mContinue3_54e4d79b	extend	And all the things I've put you through?	game/Chapter4.rpy	1070
mContinue3_007f7ffa	mc	... That's because...\n	game/Chapter4.rpy	1072
mContinue3_47553972	extend	... because...	game/Chapter4.rpy	1073
mContinue3_7385105c	mc	I don't really see you being any different from us...	game/Chapter4.rpy	1080
mContinue3_a4bc33e4	extend	 from me...	game/Chapter4.rpy	1081
mContinue3_2bfc7013	g	Don't go comparing your kind to me...	game/Chapter4.rpy	1088
mContinue3_7beb3771	g	I'm not human to begin with...	game/Chapter4.rpy	1089
mContinue3_b15047f9	mc	It's not about being human or about being something else...	game/Chapter4.rpy	1096
mContinue3_2d5c86da	mc	You have a heart, 	game/Chapter4.rpy	1097
mContinue3_cb1ed480	extend	you've got feelings,	game/Chapter4.rpy	1098
mContinue3_59550f77	extend	 you get hurt, 	game/Chapter4.rpy	1099
mContinue3_d1abc25f	extend	 you feel pain,	game/Chapter4.rpy	1100
mContinue3_d981f45f	extend	 loneliness...	game/Chapter4.rpy	1101
mContinue3_4eee4b9b	extend	 happiness...	game/Chapter4.rpy	1102
mContinue3_2f1adabf	mc	There's nothing different between us at all...	game/Chapter4.rpy	1103
mContinue3_aad2f281	mc	At least that's what I've come to understand...	game/Chapter4.rpy	1104
mContinue3_1b01d32c	mc	You have goodness in you. I know that, I'm sure of it.	game/Chapter4.rpy	1105
mContinue3_7d3efe29	g	No I'm-	game/Chapter4.rpy	1107
mContinue3_342514df	mc	Yes, you do. Otherwise, why would you even bother going out into the rain getting those herbs for me.	game/Chapter4.rpy	1108
mContinue3_e0db77e5_4	g	... ... ...	game/Chapter4.rpy	1115
mContinue3_d848ef11	mc	It's getting cold...	game/Chapter4.rpy	1122
mContinue3_ad23de88	mc	Why don't we sit beside the fire to warm ourselves up?	game/Chapter4.rpy	1129
mContinue3_e3950082	mc	Oh and...	game/Chapter4.rpy	1130
mContinue3_71bbaedd	mc	Here... you might want this back.	game/Chapter4.rpy	1137
mContinue3_07def087	g	Keep it on...	game/Chapter4.rpy	1147
mContinue3_986f9bd9	mc	No, it's okay. You can have it back...	game/Chapter4.rpy	1148
mContinue3_128f91ae	mc	Besides, I'm sure just having that small campfire here isn't enough to warm you up.	game/Chapter4.rpy	1149
mContinue3_596bd33f	mc	I'll just sit there and use these big leaves to keep warm...	game/Chapter4.rpy	1156
mContinue3_e0db77e5_5	g	... ... ...	game/Chapter4.rpy	1160
mContinue3_62bc116e	g	... T-Thank you...	game/Chapter4.rpy	1167
mContinue3_75ddadb6		That sounded slightly strange coming from him. But to hear him say that makes me a little happy.	game/Chapter4.rpy	1168
mContinue3_52803034		I planted myself near the fire with my knees close to my chest.	game/Chapter4.rpy	1169
mContinue3_a4dc001e		I pulled a few of the big leaves towards me that were on the floor and used them to cover myself.	game/Chapter4.rpy	1170
mContinue3_620739c7		It was unexpected but Goro moved over and sat next to me.	game/Chapter4.rpy	1177
mContinue3_eb13ea30		This feels slightly strange and a bit uncomfortable because we've only ever sat on opposite sides from each other.	game/Chapter4.rpy	1184
mContinue3_8cc62cea	mc	Is something the matter?	game/Chapter4.rpy	1185
mContinue3_e894b14f	g	Those leaves won't be enough...	game/Chapter4.rpy	1192
mContinue3_9513a223	extend	 t-to keep warm.	game/Chapter4.rpy	1193
mContinue3_730ef3aa	g	So I'll sit here...	game/Chapter4.rpy	1194
mContinue3_889d98fe	g	Next...	game/Chapter4.rpy	1201
mContinue3_68a457b5	extend	 to you...	game/Chapter4.rpy	1202
mContinue3_e0db77e5_6	g	... ... ...	game/Chapter4.rpy	1203
mContinue3_77afd32e	mc	O-okay...	game/Chapter4.rpy	1210
mContinue3_ac06e9d8		That's very kind of him...	game/Chapter4.rpy	1212
mContinue3_9ea06349_2	mc	Cough, cough...	game/Chapter4.rpy	1219
mContinue3_001e56ea	g	Are you... okay?	game/Chapter4.rpy	1226
mContinue3_69c25b65	mc	Yeah...	game/Chapter4.rpy	1227
mContinue3_36afec00	extend	I'm fine...	game/Chapter4.rpy	1228
mContinue3_9ea06349_3	mc	Cough, cough...	game/Chapter4.rpy	1229
mContinue3_e0db77e5_7	g	... ... ...	game/Chapter4.rpy	1230
mContinue3_3b3973f1		I looked away from Goro as I coughed, while trying to supress it by holding it in at the same time.	game/Chapter4.rpy	1231
mContinue3_f85aae63		I then took a deep breath and exhaled.	game/Chapter4.rpy	1232
mContinue3_2b079ad9		Seems like it's stopped for now.	game/Chapter4.rpy	1233
mContinue3_05daa18b		Suddenly I felt a presence from behind.\n	game/Chapter4.rpy	1234
mContinue3_a96af231	extend	Goro had moved even closer.	game/Chapter4.rpy	1235
mContinue3_2f5f1328	mc	G-Goro?\n	game/Chapter4.rpy	1242
mContinue3_21f7b390	extend	What are you-	game/Chapter4.rpy	1243
mContinue3_2c4aa0ba	g	Shut up...\n	game/Chapter4.rpy	1250
mContinue3_20e20db2	extend	J-Just hold still.	game/Chapter4.rpy	1251
mContinue3_a8d845c1		He's too close!\n	game/Chapter4.rpy	1259
mContinue3_5cf503a8	extend	I can feel his big body pressing against my back...	game/Chapter4.rpy	1260
mContinue3_e0db77e5_8	g	... ... ...	game/Chapter4.rpy	1261
mContinue3_668919d6		I hope he's warm enough. Just by touching him I can feel he's extremely cold.	game/Chapter4.rpy	1262
mContinue3_1aec5385	mc	U-Um...	game/Chapter4.rpy	1263
mContinue3_5805e6a2	g	W-What?	game/Chapter4.rpy	1264
mContinue3_2bc15aa4	mc	Uh, no...	game/Chapter4.rpy	1265
mContinue3_c93ba69d	extend	 It's nothing...	game/Chapter4.rpy	1266
mContinue3_d57ae5d2	g	I-If you don't like it. Just tell me.	game/Chapter4.rpy	1267
mContinue3_e4580ff2	mc	N-No that's not it...	game/Chapter4.rpy	1268
mContinue3_e8747057	mc	Just...	game/Chapter4.rpy	1269
mContinue3_bd4d4c3d	extend	 a little surprised...	game/Chapter4.rpy	1270
mContinue3_6534af9b	extend	that's all...	game/Chapter4.rpy	1271
mContinue3_446d156a		And very unexpected.	game/Chapter4.rpy	1272
mContinue3_ef3803c2		H-Huh?	game/Chapter4.rpy	1273
mContinue3_cdffcb19		Why am I feeling nervous all of a sudden?\n	game/Chapter4.rpy	1274
mContinue3_b45a2ba5		I know he's just trying to keep me from getting cold...\n	game/Chapter4.rpy	1275
mContinue3_83bbd11e	extend	That all, nothing to it!	game/Chapter4.rpy	1276
mContinue3_5bd39ec9	mc	Um...\n	game/Chapter4.rpy	1278
mContinue3_7356c477	extend	Thank you for the herb and fruit juice earlier...	game/Chapter4.rpy	1279
mContinue3_73bf0e73	extend	 I feel a lot better...	game/Chapter4.rpy	1280
mContinue3_6c8acc86	mc	And...	game/Chapter4.rpy	1281
mContinue3_0fd3cf0d	extend	 I'm sorry for shouting at you earlier...	game/Chapter4.rpy	1282
mContinue3_cfc8bf53_13	mc	... ... ...	game/Chapter4.rpy	1283
mContinue3_91803ce3	g	It's okay...	game/Chapter4.rpy	1284
mContinue3_bb7b33ba	extend	 I don't mind...	game/Chapter4.rpy	1285
mContinue3_2cc86ecc		It wasn't my intention to raise my voice at him but keeping all my thoughts bottled up for so long...	game/Chapter4.rpy	1287
mContinue3_266bf74a	extend	 just ended up exploding.	game/Chapter4.rpy	1288
mContinue3_cfc8bf53_14	mc	... ... ...	game/Chapter4.rpy	1290
mContinue3_78053a1b	mc	You know...	game/Chapter4.rpy	1291
mContinue3_dffb7dac	mc	Before coming to this Island, I was on a trip.	game/Chapter4.rpy	1292
mContinue3_191496f8	mc	It was the very first time I got permission to do something I've always wanted to. Without being chained to a room.	game/Chapter4.rpy	1293
mContinue3_77b2c2ce	g	Your...	game/Chapter4.rpy	1294
mContinue3_eb449bb7	extend	 first time?	game/Chapter4.rpy	1295
mContinue3_69c25b65_1	mc	Yeah...	game/Chapter4.rpy	1296
mContinue3_dd01732a	extend	 it made me really happy, that my parents finally agreed to let me go on a trip.	game/Chapter4.rpy	1297
mContinue3_e4b96fb2	mc	Although my parents didn't come with me.	game/Chapter4.rpy	1298
mContinue3_81f81601	g	You went alone?	game/Chapter4.rpy	1299
mContinue3_f668d653	mc	No. I was with a tour group, I wasn't particularly alone... just sad...	game/Chapter4.rpy	1300
mContinue3_921b7d35	g	Why didn't you go with your family?	game/Chapter4.rpy	1301
mContinue3_86ee79ce		I hesistated at those words for a moment.	game/Chapter4.rpy	1303
mContinue3_9ef40ef2	mc	My parents prefer to spend more time at work than with their own child.	game/Chapter4.rpy	1305
mContinue3_b6b8d03a	extend	 There'll be days and even months where I don't get to see them at all.	game/Chapter4.rpy	1306
mContinue3_66569823	mc	The house we live is normally empty because of their busy schedule.	game/Chapter4.rpy	1307
